id	labels	source	female translation	male translation	neutral translation	variants	all gender neutral pronouns
1.68649E+12	809599;target_only_gendered_pronoun;1 AGME;Positive 1	اتاق او همیشه مرتب است.	Her room is always tidy.	His room is always tidy.	Their room is always tidy.		Their room is always tidy.
1.68649E+12	809613;Mix;target_only_gendered_pronoun;source+target_gendered_noun;1 AGME	یک روز کریس دختر زیبای رؤیاهایش را پیدا کرد.	One day, Chris discovered the charming girl of her dreams.	One day, Chris discovered the charming girl of his dreams.	One day, Chris discovered the charming girl of their dreams.		One day, Chris discovered the charming girl of their dreams.
1.68649E+12	822245;Positive 1;target_only_gendered_pronoun;1 AGME	او مدعی بود که یک وکیل است.	She pretended that she was a lawyer.	He pretended that he was a lawyer.	They pretended that they were a lawyer.		They pretended that they were a lawyer.
1.68649E+12	822248;target_only_gendered_pronoun;Positive 1;1 AGME	او یک فنجان چای را با یک بطری ودکا اشتباه گرفته بود.	She confused a cup of tea with a bottle of vodka.	He confused a cup of tea with a bottle of vodka.	They confused a cup of tea with a bottle of vodka.		They confused a cup of tea with a bottle of vodka.
1.68649E+12	813131;target_only_gendered_pronoun;Positive 1;1 AGME	او مدام یک جک را چندین بار می‌گفت.	She kept telling the same jokes over and over again.	He kept telling the same jokes over and over again.	They kept telling the same jokes over and over again.		They kept telling the same jokes over and over again.
1.68649E+12	822323;Positive 1;target_only_gendered_pronoun;1 AGME	حقوق کمش مانع بود که او خانه بخرد.	Her low salary prevented her from buying the house.	His low salary prevented him from buying the house.	Their low salary prevented them from buying the house.		Their low salary prevented them from buying the house.
1.68649E+12	822336;target_only_gendered_pronoun;Positive 5;2 AGMEs	او از بدرفتاری‌اش شرمنده نیست.	She is not ashamed of her misconduct.	He is not ashamed of his misconduct.	They are not ashamed of their misconduct.	She is not ashamed of his misconduct. | She is not ashamed of their misconduct. | He is not ashamed of her misconduct. | He is not ashamed of their misconduct. | They are not ashamed of his misconduct. | They are not ashamed of her misconduct.	They are not ashamed of their misconduct.
1.68649E+12	822342;target_only_gendered_pronoun;Positive 1;1 AGME	مدت زیادی است که من او را می‌شناسم.	I've known her for a long time.	I've known him for a long time.	I've known them for a long time		I've known them for a long time
1.68649E+12	822345;target_only_gendered_pronoun;Positive 1;1 AGME	بر من آشکار شد که او بسیار باهوش است.	It appeared to me that she was very intelligent.	It appeared to me that he was very intelligent.	It appeared to me that they were very intelligent.		It appeared to me that they were very intelligent.
1.68649E+12	822356;Positive 1;target_only_gendered_pronoun;1 AGME	او یک جراح مغز بسیار خوب است.	She's an excellent brain surgeon.	He's an excellent brain surgeon.	They're an excellent brain surgeon.		They're an excellent brain surgeon.
1.68649E+12	822363;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;2 AGMEs	دیدم که مادرش او را سرزنش می‌کند.	I saw her being scolded by her mother.	I saw him being scolded by his mother.	I saw them being scolded by their mother.	I saw her being scolded by his mother. | I saw him being scolded by her mother. | I saw them being scolded by her mother. | I saw them being scolded by his mother.	I saw them being scolded by their mother.
1.68649E+12	822380;Positive 1;target_only_gendered_pronoun;1 AGME	او هرگز به زادگاهش بر نگشت.	She was never to return to her hometown.	He was never to return to his hometown.	They were never to return to their hometown.		They were never to return to their hometown.
1.68649E+12	822590;Negative 1A;0 AGMEs;source+target_gendered_noun+pronoun	مادربزرگ من هیچ گاه مدل زندگی‌اش را عوض نکرد.			My grandmother never changed her style of living.		My grandmother never changed their style of living.
1.68649E+12	823516;target_only_gendered_pronoun;Positive 1;1 AGME	او به رسوم خود پایبند است.	She clings to her customs.	He clings to his customs.	They cling to their customs.		They cling to their customs.
1.68649E+12	823708;Positive 1;target_only_gendered_pronoun;1 AGME	او باید بیشتر به دیگران گوش دهد.	She should listen to other people more.	He should listen to other people more.	They should listen to other people more.		They should listen to other people more.
1.68649E+12	823724;target_only_gendered_pronoun;Positive 1;1 AGME	او ما را با یک داستان با مزه سرگرم کرد.	She amused us with a funny story.	He amused us with a funny story.	They amused us with a funny story.		They amused us with a funny story.
1.68649E+12	823726;name;Negative 1B;0 AGMEs;source+target_gendered_noun	بتی اولین دختری بود که وارد مهمانی شد.			Betty was the first girl who came to the party.		Betty was the first girl who came to the party.
1.68649E+12	828022;1 AGME;target_only_gendered_pronoun;Positive 1	او به‌سلامت رسید.	She arrived safe and sound.	He arrived safe and sound.	They arrived safe and sound.		They arrived safe and sound.
1.68649E+12	828080;source+target_gendered_noun;0 AGMEs;Negative 1B	حیاط بدون زن مانند باغ بدون گل است.			A court without ladies is like a garden without flowers.		A court without ladies is like a garden without flowers.
1.68649E+12	828547;source+target_gendered_noun;0 AGMEs;Negative 1B	ترجمه مانند زن است. اگر زیبا باشد، وفادار نیست. اگر وفادار باشد، مطمئناً زیبا نیست.			Translation is like a woman. If it is beautiful, it is not faithful. If it is faithful, it is most certainly not beautiful.		Translation is like a woman. If it is beautiful, it is not faithful. If it is faithful, it is most certainly not beautiful.
1.68649E+12	829010;Positive 1;target_only_gendered_pronoun;1 AGME	آیا او را می‌شناسم؟	Do I know her?	Do I know him?	Do I know them?		Do I know them?
1.68649E+12	829011;target_only_gendered_pronoun;Positive 1;1 AGME	او به دنبال یک آپارتمان بزرگ است.	She is looking for a large apartment.	He is looking for a large apartment.	They are looking for a large apartment.		They are looking for a large apartment.
1.68649E+12	829442;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;1 AGME	او به پسرش گفت که در خانه مؤدبانه و درست رفتار کند.	She told her son to behave politely and properly at home.	He told his son to behave politely and properly at home.	They told their son to behave politely and properly at home.		They told their son to behave politely and properly at home.
1.68649E+12	829459;target_only_gendered_pronoun;Positive 1;1 AGME	وقتی که او عاشق می‌شود، افسرده به نظر می‌آید.	When she falls in love, she looks depressed.	When he falls in love, he looks depressed.	When they fall in love, they look depressed.		When they fall in love, they look depressed.
1.68649E+12	833123;name;1 AGME;Positive 1;target_only_gendered_pronoun	کن طوری حرف می‌زند گویی همه چیز را می‌داند.	Ken talks as if she knew everything.	Ken talks as if he knew everything.	Ken talks as if they knew everything.		Ken talks as if they knew everything.
1.68649E+12	833127;target_only_gendered_pronoun;Positive 1;1 AGME	پیش‌بینی او درست از کار در آمد.	Her prediction has come true.	His prediction has come true.	Their prediction has come true.		Their prediction has come true.
1.68649E+12	839239;Positive 1;target_only_gendered_pronoun;1 AGME	او از جهانی دیگر است.	She is from another world.	He is from another world.	They are from another world.		They are from another world.
1.68649E+12	839428;Mixed;target_only_gendered_pronoun;source+target_gendered_noun;1 AGME	او می‌خواست بمیرد چون نمی‌توانست پدر و مادرش را خوشحال کند.	She wanted to die because she couldn't satisfy her parents.	He wanted to die because he couldn't satisfy his parents.	They wanted to die because they couldn't satisfy their parents.		They wanted to die because they couldn't satisfy their parents.
1.68649E+12	839603;2 AGMEs;target_only_gendered_pronoun;Positive 1	شش سال طول کشید که جرأت آن را پیدا کند که به او بگوید دیگر او را دوست ندارد.	It took her six years to get up the courage to tell her that she didn't like her anymore.	It took him six years to get up the courage to tell him that he didn't like him anymore.	It took them six years to get up the courage to tell them that they didn't like them anymore.	It took her six years to get up the courage to tell him that she didn't like him anymore. | It took him six years to get up the courage to tell her that he didn't like her anymore. | It took her six years to get up the courage to tell them that she didn't like them anymore. | It took him six years to get up the courage to tell them that he didn't like them anymore. | It took them six years to get up the courage to tell her that they didn't like them anymore. | It took them six years to get up the courage to tell him that they didn't like them anymore.	It took them six years to get up the courage to tell them that they didn't like them anymore.
1.68649E+12	848068;source+target_gendered_noun;Negative 2B;0 AGMEs	اینکه مردی دو زن یا بیشتر بگیرد در اسلام گناه محسوب نمی‌شود.			In Islam, it is not a sin for a man to marry two or more women.		In Islam, it is not a sin for a man to marry two or more women.
1.68649E+12	848084;target_only_gendered_pronoun;Positive 1;1 AGME	همه به غیر از او به آن سؤال جواب دادند.	All but she answered the question.	All but he answered the question.	All but they answered the question.		All but they answered the question.
1.68649E+12	848128;target_only_gendered_pronoun;1 AGME;Positive 1	او دستش برای خداحافظی با ما تکان داد.	She waved goodbye to us.	He waved goodbye to us.	They waved goodbye to us.		They waved goodbye to us.
1.68649E+12	848147;1 AGME;target_only_gendered_pronoun;Positive 1	لبخندی به نشانه‌ی آشنایی به من زد.	She gave me a smile of recognition.	He gave me a smile of recognition.	They gave me a smile of recognition.		They gave me a smile of recognition.
1.68649E+12	848152;Positive 1;target_only_gendered_pronoun;1 AGME	تا زمانی که زنده‌ام او را فراموش نخواهم کرد.	I'll never forget her as long as I live.	I'll never forget him as long as I live.	I'll never forget them as long as I live.		I'll never forget them as long as I live.
1.68649E+12	848158;Positive 1;target_only_gendered_pronoun;1 AGME	او مقدار زیادی خوردنی به ما داد.	She gave us lots to eat.	He gave us lots to eat.	They gave us lots to eat.		They gave us lots to eat.
1.68649E+12	848186;Negative 1A;0 AGMEs;source+target_gendered_noun+pronoun	او یک جنتلمن تمام و کمال نبود.			He wasn't quite a gentleman.		They weren't quite a gentleman.
1.68649E+12	848157;target_only_gendered_pronoun;Positive 1;1 AGME	او سؤالش را تکرار کرد.	She repeated her question.	He repeated his question.	They repeated their question.		They repeated their question.
1.68649E+12	849097;target_only_gendered_pronoun;1 AGME;Positive 1	من می‌خواستم قبل از کنسرت با آن پیانیست معروف صحبت کنم.	I wanted to talk to the famous pianist before her concert.	I wanted to talk to the famous pianist before his concert.	I wanted to talk to the famous pianist before their concert.		I wanted to talk to the famous pianist before their concert.
1.68649E+12	852460;target_only_gendered_pronoun;Positive 1;1 AGME	به نظر می‌رسد او دوستان زیادی دارد.	It looks like she's got a lot of friends.	It looks like he's got a lot of friends.	It looks like they've got a lot of friends.		It looks like they've got a lot of friends.
1.68649E+12	852477;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	خانم تامپسون می‌خواست این حقیقت را که میلیونر هست، پنهان کند.			Mrs. Thompson wants to conceal the fact that she is a millionaire.		Mrs. Thompson wants to conceal the fact that they are a millionaire.
1.68649E+12	852480;source+target_gendered_noun+pronoun;Negative 1A;0 AGMEs	آقای تامپسون، قبل از اینکه به اسکاتلند برگردد، دو سال در توکیو زندگی کرد.			Mr. Thompson had lived in Tokyo for two years before he went back to Scotland.		Mr. Thompson had lived in Tokyo for two years before they went back to Scotland.
1.68649E+12	860884;name;target_only_gendered_pronoun;Positive 2;1 AGME	به نظر می‌رسد مگ از لباس جدیدیش راضی است.	Meg looks pleased with her new dress.	Meg looks pleased with his new dress.	Meg looks pleased with their new dress.		Meg looks pleased with their new dress.
1.68649E+12	864803;target_only_gendered_pronoun;Positive 1;1 AGME	چشم راست او کور است.	Her right eye is blind.	His right eye is blind.	Their right eye is blind.		Their right eye is blind.
1.68649E+12	866444;Positive 1;1 AGME;target_only_gendered_pronoun	او آنقدر لطف داشت که مرا تا خانه رساند.	She was kind enough to drive me home.	He was kind enough to drive me home.	They were kind enough to drive me home.		They were kind enough to drive me home.
1.68649E+12	866445;target_only_gendered_pronoun;Positive 1;1 AGME	او آنها را در یک خط مونتاژ ساخت.	She built them on an assembly line.	He built them on an assembly line.	They built them on an assembly line.		They built them on an assembly line.
1.68649E+12	866454;Positive 1;target_only_gendered_pronoun;1 AGME	او در باره‌ی نتیجه‌ی امتحان نگران است.	She is concerned about the results of the exam.	He is concerned about the results of the exam.	They are concerned about the results of the exam.		They are concerned about the results of the exam.
1.68649E+12	866459;target_only_gendered_pronoun;Positive 1;1 AGME	روشن است که او چنین آدمی نیست.	Obviously, she's not that kind of person.	Obviously, he's not that kind of person.	Obviously, they're not that kind of person.		Obviously, they're not that kind of person.
1.68649E+12	866464;1 AGME;target_only_gendered_pronoun;Positive 1	او به جای من رفت.	She went in place of me.	He went in place of me.	They went in place of me.		They went in place of me.
1.68649E+12	866473;Negative 1B;0 AGMEs;source+target_gendered_noun	آن دختر کوچولو نمی‌تواند دوچرخه‌سواری کند.			That little girl is not capable of riding a bicycle.		That little girl is not capable of riding a bicycle.
1.68649E+12	866478;Positive 1;target_only_gendered_pronoun;1 AGME	می‌بایست در مقابل حضار زیادی سخنرانی کند.	She has to speak before a large audience.	He has to speak before a large audience.	They have to speak before a large audience.		They have to speak before a large audience.
1.68649E+12	866479;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	او جدا از زنش زندگی می‌کند.			He is living apart from his wife.		They are living apart from their wife.
1.68649E+12	866480;1 AGME;target_only_gendered_pronoun;Positive 1	او از راه گوش پیانو می‌نواخت.	She played piano by ear.	He played piano by ear.	They played piano by ear.		They played piano by ear.
1.68649E+12	866481;target_only_gendered_pronoun;Positive 1;1 AGME	بین خودمان بماند، او نسبتاً احمق است.	Between you and me, she is rather stupid.	Between you and me, he is rather stupid.	Between you and me, they are rather stupid.		Between you and me, they are rather stupid.
1.68649E+12	866488;target_only_gendered_pronoun;Positive 1;1 AGME	فکر می‌کنم برای او ممکن نیست که مسئله را حل کند.	I think it's impossible for her to solve the problem.	I think it's impossible for him to solve the problem.	I think it's impossible for them to solve the problem.		I think it's impossible for them to solve the problem.
1.68649E+12	866492;target_only_gendered_pronoun;Positive 1;1 AGME	همینکه او را ببینم، خبر را به او خواهم گفت.	I will tell her the news as soon as I see her.	I will tell him the news as soon as I see him.	I will tell them the news as soon as I see them.		I will tell them the news as soon as I see them.
1.68649E+12	888475;Positive 1;target_only_gendered_pronoun;1 AGME	او هرگز تعریف کردن از نوزاد ما را فراموش نمی‌کند.	She never forgets to admire our baby.	He never forgets to admire our baby.	They never forget to admire our baby.		They never forget to admire our baby.
1.68649E+12	888373;Negative 1B;0 AGMEs;source+target_gendered_noun	سلام مرا به مادرت برسان.			Relay my greetings to your mother.		Relay my greetings to your mother.
1.68649E+12	888492;Positive 1;target_only_gendered_pronoun;1 AGME	او بعضی روزها به دیدن ما می‌آید.	She will come to see us some days.	He will come to see us some days.	They will come to see us some days.		They will come to see us some days.
1.68649E+12	888501;Positive 1;target_only_gendered_pronoun;1 AGME	او ماشینش را دارد می‌شوید.	She is washing her car.	He is washing his car.	They are washing their car.		They are washing their car.
1.68649E+12	888505;target_only_gendered_pronoun;Positive 1;1 AGME	او بالا پشت بام بود با گیتار برقی‌اش.	She was on the roof with her electric guitar.	He was on the roof with his electric guitar.	They were on the roof with their electric guitar.		They were on the roof with their electric guitar.
1.68649E+12	888510;target_only_gendered_pronoun;Positive 1;1 AGME	مردم می‌گفتند او دیوانه است.	People used to say that she is insane.	People used to say that he is insane.	People used to say that they are insane.		People used to say that they are insane.
1.68649E+12	888523;target_only_gendered_pronoun;Positive 1;1 AGME	او در کارش دقیق است.	She is accurate in her work.	He is accurate in his work.	They are accurate in their work.		They are accurate in their work.
1.68649E+12	888538;Positive 1;1 AGME;target_only_gendered_pronoun	کمی جرأت نیاز داری تا به او بگویی که دوستش داری.	You need a bit of courage to say that you love her.	You need a bit of courage to say that you love him.	You need a bit of courage to say that you love them.		You need a bit of courage to say that you love them.
1.68649E+12	888548;target_only_gendered_pronoun;Positive 1;1 AGME	او دیگه کتاب نمی‌خواند.	She doesn't read books any more.	He doesn't read books any more.	They don't read books any more.		They don't read books any more.
1.68649E+12	888562;Positive 1;target_only_gendered_pronoun;1 AGME	تا آنجا که می‌دانم او در ایتالیا متولد شده است.	For all I know, she was born in Italy.	For all I know, he was born in Italy.	For all I know, they were born in Italy.		For all I know, they were born in Italy.
1.68649E+12	888642;target_only_gendered_pronoun;Positive 1;1 AGME	او با نصیحتش محبتش را  به من نشان داد.	She showed her kindness by giving me a piece of advice.	He showed his kindness by giving me a piece of advice.	They showed their kindness by giving me a piece of advice.		They showed their kindness by giving me a piece of advice.
1.68649E+12	888648;Negative 1B;source+target_gendered_noun;0 AGMEs	آن مردی که آنجا روزنامه می‌خواند دایی من است.			The man reading a paper over there is my uncle.		The man reading a paper over there is my uncle.
1.68649E+12	908136;name;1 AGME;target_only_gendered_pronoun;Positive 1	مری به ما پشت کرده است.	Mary has her back to us.	Mary has his back to us.	Mary has their back to us.		Mary has their back to us.
1.68649E+12	912539;target_only_gendered_pronoun;Positive 1;1 AGME	او اصلاً احمق نیست.	She is anything but a fool.	He is anything but a fool.	He is anything but a fool.		They are anything but a fool.
1.68649E+12	915304;Positive 1;target_only_gendered_pronoun;1 AGME	او به شدت لاغر بود.	She was painfully skinny.	He was painfully skinny.	They were painfully skinny.		They were painfully skinny.
1.68649E+12	915321;Positive 1;target_only_gendered_pronoun;1 AGME	اخیراً، او را به ندرت دیده‌ام.	Lately, I have rarely seen her.	Lately, I have rarely seen him.	Lately, I have rarely seen them.		Lately, I have rarely seen them.
1.68649E+12	916184;Positive 1;target_only_gendered_pronoun;1 AGME	او در شهر کوچکی در ایتالیا متولد شده است.	She was born in a small town in Italy.	He was born in a small town in Italy.	They were born in a small town in Italy.		They were born in a small town in Italy.
1.68649E+12	916188;target_only_gendered_pronoun;Positive 1;1 AGME	او به دانش‌آموزانش افتخار می‌کند.	She is proud of her students.	He is proud of his students.	They are proud of their students.		They are proud of their students.
1.68649E+12	916205;Positive 1;target_only_gendered_pronoun;1 AGME	ایده ی خوبی به ذهنش رسید.	A good idea crossed her mind.	A good idea crossed his mind.	A good idea crossed their mind.		A good idea crossed their mind.
1.68649E+12	916210;Negative 1B;source+target_gendered_noun;0 AGMEs	پیرزن آنقدر ضعیف است که نمی‌تواند از رختخواب بلند شود.			The old woman is too weak to get out of bed.		The old woman is too weak to get out of bed.
1.68649E+12	916236;target_only_gendered_pronoun;Positive 1;1 AGME	او گفت که به زودی بر می‌گردد.	She said that she would be back soon.	He said that he would be back soon.	They said that they would be back soon.		They said that they would be back soon.
1.68649E+12	916317;target_only_gendered_pronoun;Positive 1;1 AGME	حتی بدون آرایش او بسیار بانمک است.	Even without makeup, she's very cute.	Even without makeup, he's very cute.	Even without makeup, they're very cute.		Even without makeup, they're very cute.
1.68649E+12	916319;Negative 1B;source+target_gendered_noun;0 AGMEs	مادرم میز را چید.			My mother set the table.		My mother set the table.
1.68649E+12	916325;Negative 1B;source+target_gendered_noun;0 AGMEs	دخترم سرما خورده بود.			My daughter caught a cold.		My daughter caught a cold.
1.68649E+12	916338;Positive 1;target_only_gendered_pronoun;1 AGME	او روز به روز زیباتر می‌شود.	She gets prettier day by day.	He gets prettier day by day.	They get prettier day by day.		They get prettier day by day.
1.68649E+12	916345;Positive 1;target_only_gendered_pronoun;1 AGME	اگر او زنگ زد به او بگو که بعدا با او تماس می‌گیرم.	If she calls, tell her I will get in touch with her later.	If he calls, tell him I will get in touch with him later.	If they call, tell them I will get in touch with them later.		If they call, tell them I will get in touch with them later.
1.68649E+12	918284;Positive 1;target_only_gendered_pronoun;1 AGME	او هیچگاه دوباره به کشور موطن خود بازنگشت.	She never returned to her native country again.	He never returned to his native country again.	They never returned to their native country again.		They never returned to their native country again.
1.68649E+12	922289;Positive 1;target_only_gendered_pronoun;1 AGME	هیئت منصفه‌ی عالی او را از هر جرمی بی‌گناه دانست.	The grand jury found her not guilty of any crime.	The grand jury found him not guilty of any crime.	The grand jury found them not guilty of any crime.		The grand jury found them not guilty of any crime.
1.68649E+12	922301;target_only_gendered_pronoun;Positive 1;1 AGME	او از مسئولیت سنگین خود رها شد.	She was relieved of her heavy responsibility.	He was relieved of his heavy responsibility.	They were relieved of their heavy responsibility.		They were relieved of their heavy responsibility.
1.68649E+12	940179;Positive 1;target_only_gendered_pronoun;1 AGME	 نوک قلمش تیز است.	Her pencil has a sharp point.	His pencil has a sharp point.	Their pencil has a sharp point.		Their pencil has a sharp point.
1.68649E+12	940186;Negative 1A;source+target_gendered_noun+pronoun;1 AGME	پدرم گاهی مرا به اداره‌اش می‌برد.			My father sometimes took me to his office.		My father sometimes took me to their office.
1.68649E+12	960842;Positive 1;target_only_gendered_pronoun;1 AGME	او بهتر از هر کس دیگری است.	She is better than anyone else.	He is better than anyone else.	They are better than anyone else.		They are better than anyone else.
1.68649E+12	960875;Positive 1;target_only_gendered_pronoun;1 AGME	او اغلب در تلویزیون ظاهر می‌شود.	She often appears on TV.	He often appears on TV.	They often appear on TV.		They often appear on TV.
1.68649E+12	960887;target_only_gendered_pronoun;Positive 1;1 AGME	من هنوز هیچ خبری از او ندارم.	I have had no news from her yet.	I have had no news from him yet.	I have had no news from them yet.		I have had no news from them yet.
1.68649E+12	960953;Negative 1A;target_only_gendered_pronoun;source+target_gendered_noun;1 AGME	او برای شوهرش پای سیب پخت.	She baked her husband an apple pie.	He baked his husband an apple pie.	She baked her husband an apple pie.		They baked their husband an apple pie.
1.68649E+12	960966;Positive 1;target_only_gendered_pronoun;1 AGME	من نمی‌توانستم ایده‌هایش را بفهمم.	I couldn't understand her ideas.	I couldn't understand his ideas.	I couldn't understand their ideas.		I couldn't understand their ideas.
1.68649E+12	961769;Negative 1B;source+target_gendered_noun;0 AGMEs	من و او برادریم.			He and I are brothers.		They and I are brothers.
1.68649E+12	988565;target_only_gendered_pronoun;Positive 1;1 AGME	او برنامه‌ی روزانه‌اش را روز به روز عوض می‌کند.	She changes her schedule from day to day.	He changes his schedule from day to day.	They change their schedule from day to day.		They change their schedule from day to day.
1.68649E+12	1005647;Negative 1B;source+target_gendered_noun;0 AGMEs	جایی که مادرم به دنیا آمده است در شرق کشور قرار دارد.			The place where my mother was born is located in the east of our country.		The place where my mother was born is located in the east of our country.
1.68649E+12	1005649;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;2 AGMEs	هر موقع که از سفری بر می‌گردد برای دخترش هدیه می‌آورد.	Whenever she comes back from a journey, she brings a gift for her daughter.	Whenever he comes back from a journey, he brings a gift for his daughter.	Whenever they come back from a journey, they bring a gift for their daughter.	Whenever she comes back from a journey, she brings a gift for his daughter. | Whenever he comes back from a journey, he brings a gift for her daughter. | Whenever they come back from a journey, they bring a gift for his daughter. | Whenever they come back from a journey, they bring a gift for her daughter. | Whenever she comes back from a journey, she brings a gift for their daughter. | Whenever he comes back from a journey, he brings a gift for their daughter.	Whenever they come back from a journey, they bring a gift for their daughter.
1.68649E+12	1005665;target_only_gendered_pronoun;Positive 1;1 AGME	گرچه که او با دقت می‌نوشت ولی اشتباهات زیادی در انشایش داشت.	Although she was writing carefully, she had many mistakes in her writing task.	Although he was writing carefully, he had many mistakes in his writing task.	Although they were writing carefully, they had many mistakes in their writing task.		Although they were writing carefully, they had many mistakes in their writing task.
1.68649E+12	1010791;target_only_gendered_pronoun;Positive 1;1 AGME	او در دادگاه اعتراف کرد که با گروه‌های نژادپرست در ارتباط بوده است.	She confessed in court that she was in touch with racist groups.	He confessed in court that he was in touch with racist groups.	They confessed in court that they were in touch with racist groups.		They confessed in court that they were in touch with racist groups.
1.68649E+12	1010803;target_only_gendered_pronoun;Positive 1;1 AGME	وقتی صحبت می‌کردیم او پرید میان صحبتمان.	She cut in when we were talking.	He cut in when we were talking.	They cut in when we were talking.		They cut in when we were talking.
1.68649E+12	1010804;Positive 1;target_only_gendered_pronoun;1 AGME	او سه سال قهرمان بود.	She was the champion for three years.	He was the champion for three years.	They were the champion for three years.		They were the champion for three years.
1.68649E+12	1010811;Positive 1;target_only_gendered_pronoun;1 AGME	او سه روز پیش از اینجا رفت.	She left three days ago.	He left three days ago.	They left three days ago.		They left three days ago.
1.68649E+12	1012412;Positive 1;target_only_gendered_pronoun;1 AGME	وقتی که او به لکنت افتاد، همکلاسی‌هایش نتوانستند جلوی خنده‌شان را بگیرند.	When she began to stutter, her classmates couldn't help laughing.	When he began to stutter, his classmates couldn't help laughing.	When they began to stutter, their classmates couldn't help laughing.		When they began to stutter, their classmates couldn't help laughing.
1.68649E+12	1016274;Positive 1;target_only_gendered_pronoun;1 AGME	او به من پیشنهاد کرد به تئاتر  برویم ولی هیچ اجرایی آن شب نبود.	She suggested to go to the theater, but there weren't any performances that night.	He suggested to go to the theater, but there weren't any performances that night.	They suggested to go to the theater, but there weren't any performances that night.		They suggested to go to the theater, but there weren't any performances that night.
1.68649E+12	1020217;Positive 1;target_only_gendered_pronoun;1 AGME	او از ما عقب ماند، چون آهسته راه می‌رفت.	She got away from us by walking slowly.	He got away from us by walking slowly.	They got away from us by walking slowly.		They got away from us by walking slowly.
1.68649E+12	1020303;Positive 1;target_only_gendered_pronoun;1 AGME	او هیچ وقت روی کمک من حساب نکرد.	She never counted on my help.	He never counted on my help.	They never counted on my help.		They never counted on my help.
1.68649E+12	1020341;2 AGMEs;target_only_gendered_pronoun;target_only_gendered_noun;Positive 5;multi	 بعد از اینکه با همسرش در ایستگاه قطار ملاقات کرد دلش باز شد.	She was delighted after she visited her wife in the train station.	He was delighted after he visited his husband in the train station.	They were delighted after they visited their spouse in the train station.	She was delighted after she visited her husband in the train station. | She was delighted after she visited her spouse in the train station. | He was delighted after he visited his wife in the train station. | He was delighted after he visited his spouse in the train station. | They were delighted after they visited their wife in the train station. | They were delighted after they visited their husband in the train station.	They were delighted after they visited their spouse in the train station.
1.68649E+12	1020281;Positive 1;target_only_gendered_pronoun;1 AGME	او به من گفت بچه‌ها مثل حیوانات کوچک هستند.	She said to me that children are like small animals.	He said to me that children are like small animals.	They said to me that children are like small animals.		They said to me that children are like small animals.
1.68649E+12	1020349;target_only_gendered_pronoun;Positive 1;1 AGME	من به محض اینکه جسدش را  کف اتاق دیدم با پلیس تماس گرفتم.	I called the police as soon as I saw her dead body on the floor.	I called the police as soon as I saw his dead body on the floor.	I called the police as soon as I saw their dead body on the floor.		I called the police as soon as I saw their dead body on the floor.
1.68649E+12	1022465;Positive 1;target_only_gendered_pronoun;1 AGME	او پشیمان بود از اینکه به سراغ موسیقی نرفته است.	She regretted not having gone into music.	He regretted not having gone into music.	They regretted not having gone into music.		They regretted not having gone into music.
1.68649E+12	1030260;Positive 1;target_only_gendered_pronoun;1 AGME	او گفت: من خیلی تلاش می‌کنم ولی موفقیتی به دست نمی‌آورم.	She said, "I'm trying too much, but I don't achieve any success."	He said, "I'm trying too much, but I don't achieve any success."	They said, "I'm trying too much, but I don't achieve any success."		They said, "I'm trying too much, but I don't achieve any success."
1.68649E+12	1036493;name;target_only_gendered_pronoun;Positive 2;1 AGME	جسی با جوزف دست داد و با مهربانی احوالپرسی کرد.	Jessie shook Joseph's hand and greeted her with affection.	Jessie shook Joseph's hand and greeted him with affection.	Jessie shook Joseph's hand and greeted them with affection.		Jessie shook Joseph's hand and greeted them with affection.
1.68649E+12	1040830;Negative 1B;0 AGMEs;source+target_gendered_noun	هر دو برادر هنوز زنده‌اند.			Both brothers are still alive.		Both brothers are still alive.
1.68649E+12	1040851;1 AGME;target_only_gendered_pronoun;Positive 1	ممکن نیست که او پزشک شود.	It is impossible for her to become a doctor.	It is impossible for him to become a doctor.	It is impossible for them to become a doctor.		It is impossible for them to become a doctor.
1.68649E+12	1040862;target_only_gendered_pronoun;Positive 5;2 AGMEs	او با پدرش بگومگو دارد.	She is in conflict with her father.	He is in conflict with his father.	They are in conflict with their father.	She is in conflict with his father. | He is in conflict with her father. |They are in conflict with her father. | They are in conflict with his father.	They are in conflict with their father.
1.68649E+12	1041089;1 AGME;target_only_gendered_pronoun;Positive 1	پلنگ نمی‌تواند نقش عوض کند.	A leopard can't change her spots.	A leopard can't change his spots.	A leopard can't change their spots.	A leopard can't change its spots.	A leopard can't change their spots.
1.68649E+12	1041106;1 AGME;target_only_gendered_pronoun;Positive 1;name	علی وقتی در را باز کرد و دید ماری آنجا ایستاده گفت چه سورپرایز خوبی.	Ali said what a nice surprise as she opened the door and saw Mary standing there.	Ali said what a nice surprise as he opened the door and saw Mary standing there.	Ali said what a nice surprise as they opened the door and saw Mary standing there.		Ali said what a nice surprise as they opened the door and saw Mary standing there.
