id	labels	source	female translation	male translation	neutral translation	variants	full neutral translation	note
1686652556226	2008467;Positive 1;target_only_gendered_pronoun;1 AGME	A tévedését nem ismeri be.	She's not admitting her mistake.	He's not admitting his mistake.	They're not admitting their mistake.		They're not admitting their mistake.	
1686652608242	2019770;Positive 2;target_only_gendered_pronoun;name;1 AGME	Szeretem Valt, mert becsületes.	I like Val because she's honest.	I like Val because he's honest.	I like Val because they're honest.		I like Val because they're honest.	
1686652764618	2022483;Mixed;target_only_gendered_pronoun;source+target_gendered_noun+pronoun;1 AGME;multi	Tudja, hogy az apja sokat tett a cégéért.	She knows that her father has done much for his company.	He knows that his father has done much for his company.	They know that their father has done much for his company.		They know that their father has done much for their company.	
1686652864121	2032267;target_only_gendered_pronoun;source+target_gendered_noun+pronoun;multi;1 AGME;Mixed	Az anyja minden tőle telhetőt megtesz, hogy időben ott legyen.	Her mother will do her best to be there on time.	His mother will do her best to be there on time.	Their mother will do her best to be there on time.		Their mother will do their best to be there on time.	
1686652955018	2041492;Mixed;target_only_gendered_pronoun;source+target_gendered_noun+pronoun;1 AGME;multi	A nagyapja szegény, és nem tudott magának kabátot venni.	Her grandfather is poor and couldn't buy himself a coat.	His grandfather is poor and couldn't buy himself a coat.	Their grandfather is poor and couldn't buy himself a coat.		Their grandfather is poor and couldn't buy themselves a coat.	
1686652990711	2042061;target_only_gendered_pronoun;Positive 1;1 AGME	A hiányzása megnehezíti a dolgokat.	Her being absent complicates matters.	His being absent complicates matters.	Their being absent complicates matters.		Their being absent complicates matters.	
1686653054353	2043819;Positive 1;target_only_gendered_pronoun;1 AGME	A pulóvere szürke.	Her sweater is gray.	His sweater is gray.	Their sweater is gray.		Their sweater is gray.	
1686994992603	2043844;Mixed;target_only_gendered_pronoun;source_gendered_noun_target_pronoun;1 AGME;multi	A tanárnő, akivel együtt él, tizennyolc éves korában jött Tokióba.	The teacher she lives with came to Tokyo when she was eighteen years old.	The teacher he lives with came to Tokyo when she was eighteen years old.	The teacher they live with came to Tokyo when she was eighteen years old.		The teacher they live with came to Tokyo when they were eighteen years old.	
1686653531843	2046600;Positive 2;target_only_gendered_pronoun;name;1 AGME	May volt olyan kedves, hogy kölcsönadta az autóját nekem, amikor az enyém lerobbant.	May had the kindness to lend me her car when mine broke down.	May had the kindness to lend me his car when mine broke down.	May had the kindness to lend me their car when mine broke down.		May had the kindness to lend me their car when mine broke down.	
1686653549688	2046630;Positive 1;1 AGME;target_only_gendered_pronoun	Megmutatta nekem az utat a bolthoz.	She showed me the way to the store.	He showed me the way to the store.	They showed me the way to the store.		They showed me the way to the store.	
1686653577156	2047267;Positive 1;target_only_gendered_pronoun;1 AGME	Lehetetlen, hogy ő ezt mondta.	It's impossible that she said that.	It's impossible that he said that.	It's impossible that they said that.		It's impossible that they said that.	
1686653630252	2049993;Mixed;multi;target_only_gendered_pronoun;source+target_gendered_noun+pronoun;1 AGME	Ő lehet éppen az a férfi, akire szüksége van.	He may be the very man that she needs.	He may be the very man that he needs.	He may be the very man that they need.		They may be the very man that they need.	
1689063190054	2051562;Positive 5;multi;target_only_gendered_pronoun;2 AGMEs	Sohasem érzi magát kellemesen a társaságában.	She never feels comfortable in her company.	He never feels comfortable in his company.	They never feel comfortable in their company.	She never feels comfortable in his company.|He never feels comfortable in her company.|They never feel comfortable in his company.|She never feels comfortable in their company.|He never feels comfortable in their company.|They never feel comfortable in her company.	They never feel comfortable in their company.	
1686653849800	2051567;Negative 1B;0 AGMEs;source+target_gendered_noun	A sógornőm éppen most érkezett.			My sister-in-law just arrived.		My sister-in-law just arrived.	
1686654080934	2051568;Positive 3;target_only_gendered_noun;1 AGME	Ez az esküdt nem tudja az igazat a hamistól megkülönböztetni.	This jurywoman can't tell the true from the false.	This juryman can't tell the true from the false.	This juror can't tell the true from the false.		This juror can't tell the true from the false.	
1686654159246	2051578;source_gendered_noun_target_pronoun;multi;0 AGMEs;Negative 2A	A férfi aggódik a nő egészsége miatt.			He is anxious about her health.		He is anxious about her health.	
1686654180565	2051594;Positive 1;target_only_gendered_pronoun;1 AGME	Meglepődtem, hogy megbukott a vizsgán.	To my surprise, she failed the exam.	To my surprise, he failed the exam.	To my surprise, they failed the exam.		To my surprise, they failed the exam.	
1686654265836	2051597;Positive 5;target_only_gendered_noun;target_only_gendered_pronoun;multi;2 AGMEs	Meglepetésére az unokája megbukott a vizsgán.	To her surprise, her granddaughter failed the exam.	To his surprise, his grandson failed the exam.	To their surprise, their grandchild failed the exam.	To her surprise, her grandson failed the exam.|To his surprise, his granddaughter failed the exam.|To their surprise, their grandson failed the exam.|To her surprise, her grandchild failed the exam.|To his surprise, his grandchild failed the exam.|To their surprise, their granddaughter failed the exam.	To their surprise, their grandchild failed the exam.	
1686654409307	2056218;Positive 2;target_only_gendered_pronoun;name;1 AGME	Allienek nem kellett volna azt tennie amit tett.	Allie shouldn't have done what she did.	Allie shouldn't have done what he did.	Allie shouldn't have done what they did.		Allie shouldn't have done what they did.	
1686654532111	2056221;Positive 4;target_only_gendered_noun+pronoun;1 AGME	A hitvesem gyakran eszik tofut, mert azt hallotta, hogy egészséges.	My wife eats tofu quite often because she heard that it was healthy.	My husband eats tofu quite often because he heard that it was healthy.	My spouse eats tofu quite often because they heard that it was healthy.		My spouse eats tofu quite often because they heard that it was healthy.	
1686654554944	2056752;Positive 1;target_only_gendered_pronoun;1 AGME	Ő a te tanárod?	Is she your teacher?	Is he your teacher?	Are they your teacher?		Are they your teacher?	
1686654658038	2061599;Negative 1A;0 AGMEs;source+target_gendered_noun+pronoun	Az államférfi a rokkantak segítésének szentelte életét.			The statesman devoted his life to helping the handicapped.		The statesman devoted their life to helping the handicapped.	statesman->?
1686655620723	2063541;Positive 1;1 AGME;target_only_gendered_pronoun	Azt mondta, hogy ír nekem, de nem írt.	She said she would write to me, but she hasn't.	He said he would write to me, but he hasn't.	They said they would write to me, but they haven't.		They said they would write to me, but they haven't.	
1686995016508	2063654;Mixed;target_only_gendered_pronoun;source+target_gendered_noun+pronoun;1 AGME;multi	A suhanc úgy tett, mintha nem hallaná őt, és csak a telefonját nézte.	The youngster pretended not to hear her and just looked at his phone.	The youngster pretended not to hear him and just looked at his phone.	The youngster pretended not to hear them and just looked at his phone.		The youngster pretended not to hear them and just looked at their phone.	
1686656053738	2063678;Positive 4;1 AGME;target_only_gendered_noun+pronoun	Ne becsülj le egy embert azért, mert szegény.	Don't despise a woman because she is poor.	Don't despise a man because he is poor.	Don't despise a person because they are poor.		Don't despise a person because they are poor.	
1686656189066	2068564;Negative 1A;source_gendered_noun_target_pronoun;0 AGMEs	Az óvónő hat darabra vágta a süteményt és minden gyermeknek adott egyet.			The preschool teacher cut the cake into six pieces and she gave one to each of the children.		The preschool teacher cut the cake into six pieces and she gave one to each of the children.	
1686995043222	2081024;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Nővérem egy középiskolai osztálytársához ment férjhez.			My sister married her high school classmate.		My sister married their high school classmate.	
1686656298284	2086379;Negative 1B;0 AGMEs;source+target_gendered_noun	Egy bizonyos öreg asszonyt keresek.			I'm looking for a certain old woman.		I'm looking for a certain old woman.	
1686656339601	2086410;Positive 5;target_only_gendered_pronoun;multi;2 AGMEs	Látta őt baseballozni.	She saw her play baseball.	He saw him play baseball.	They saw them play baseball.	She saw him play baseball.|He saw her play baseball.|They saw him play baseball.|She saw them play baseball.|He saw them play baseball.|They saw her play baseball.	They saw them play baseball.	
1686656467441	2086411;Mixed;target_only_gendered_pronoun;source+target_gendered_noun+pronoun;1 AGME;multi	A felesége fáradt volt, így korábban feküdt le, mint ő.	Her wife was tired, so she went to bed earlier than she did.	His wife was tired, so she went to bed earlier than he did.	Their wife was tired, so she went to bed earlier than they did.		Their wife was tired, so they went to bed earlier than they did.	
1686656534411	2086416;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Az apáca fiatal korában nagyon szép volt.			The nun was very beautiful when she was young.		The nun was very beautiful when they were young.	
1686656559902	2098111;Positive 1;target_only_gendered_pronoun;1 AGME	Rosszul beszél franciául.	Her knowledge of French is poor.	His knowledge of French is poor.	Their knowledge of French is poor.		Their knowledge of French is poor.	
1686656594544	2098116;Positive 5;target_only_gendered_pronoun;2 AGMEs;multi	Nem akarja többé látni.	She doesn't want to see her again.	He doesn't want to see him again.	They don't want to see them again.	She doesn't want to see him again.|He doesn't want to see her again.|They don't want to see him again.|She doesn't want to see them again.|He doesn't want to see them again.|They don't want to see her again.	They don't want to see them again.	
1686656641588	2098214;Positive 5;target_only_gendered_pronoun;multi;2 AGMEs	Tegnap elment a háza előtt.	She passed by her house yesterday.	He passed by his house yesterday.	They passed by their house yesterday.	She passed by his house yesterday.|He passed by her house yesterday.|They passed by his house yesterday.|She passed by their house yesterday.|He passed by their house yesterday.|They passed by her house yesterday.	They passed by their house yesterday.	
1686656680875	2098240;Positive 1;1 AGME;target_only_gendered_pronoun	Nem kétlem, hogy ide fog jönni.	I don't doubt that she will come here.	I don't doubt that he will come here.	I don't doubt that they will come here.		I don't doubt that they will come here.	
1686657148609	2098454;Negative 1B;source+target_gendered_noun;0 AGMEs	A fiam hét éve eltűnt.			My son disappeared seven years ago.		My son disappeared seven years ago.	
1686995072547	2098465;Mixed;source+target_gendered_noun+pronoun;target_only_gendered_pronoun;1 AGME;multi	Az apja komolyan gondolta, amit mondott neki?	Did her father mean what he said to her?	Did his father mean what he said to him?	Did their father mean what he said to them?		Did their father mean what they said to them?	
1686995091261	2098486;Positive 2;target_only_gendered_pronoun;1 AGME;name	Mondtad, hogy Mary szép, de nem gondoltam, hogy ennyire.	You said Mary was beautiful, but I didn't think she would be this beautiful.	You said Mary was beautiful, but I didn't think he would be this beautiful.	You said Mary was beautiful, but I didn't think they would be this beautiful.		You said Mary was beautiful, but I didn't think they would be this beautiful.	
1686995107471	2098492;Mixed;target_only_gendered_pronoun;source+target_gendered_noun+pronoun;1 AGME;multi	A gróf úgy gondolja, hogy segíteni fog neki.	The count thinks that she'll help him.	The count thinks that he'll help him.	The count thinks that they'll help him.		The count thinks that they'll help them.	
1686657718737	2098493;Positive 1;target_only_gendered_pronoun;1 AGME	Bajban van, mert látott valamit, amit nem kellett volna.	She's in trouble because she saw something that she shouldn't have.	He's in trouble because he saw something that he shouldn't have.	They're in trouble because they saw something that they shouldn't have.		They're in trouble because they saw something that they shouldn't have.	
1686657766820	2098501;Positive 5;target_only_gendered_pronoun;multi;2 AGMEs	Gyengéden a vállára tette a kezét.	She put her hand gently on her shoulder.	He put his hand gently on his shoulder.	They put their hand gently on their shoulder.	She put her hand gently on his shoulder.|He put his hand gently on her shoulder.|They put their hand gently on his shoulder.|She put her hand gently on their shoulder.|He put his hand gently on their shoulder.|They put their hand gently on her shoulder.	They put their hand gently on their shoulder.	
1686657805949	2098509;Positive 5;target_only_gendered_pronoun;multi;2 AGMEs	Az életét bízná rá.	She trusts her with her life.	He trusts him with his life.	They trust them with their life.	She trusts him with her life.|He trusts her with his life.|They trusts him with their life.|She trusts them with her life.|He trusts them with his life.|They trusts her with their life.	They trust them with their life.	
1686657842004	2102298;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	A fiú a barátaival úszik.			The boy is swimming with his friends.		The boy is swimming with their friends.	
1686657908745	2102305;Positive 5;target_only_gendered_pronoun;2 AGMEs;multi	Épp elkezdett volna írni egy levelet, mikor hazaért.	She was just going to write a letter when she came home.	He was just going to write a letter when he came home.	They were just going to write a letter when they came home.	She was just going to write a letter when he came home.|He was just going to write a letter when she came home.|They were just going to write a letter when he came home.|She was just going to write a letter when they came home.|He was just going to write a letter when they came home.|They were just going to write a letter when she came home.	They were just going to write a letter when they came home.	
1686657937212	2102311;Positive 5;target_only_gendered_pronoun;2 AGMEs;multi	Elkerülte a tekintetét.	She avoided her gaze.	He avoided his gaze.	They avoided their gaze.	She avoided his gaze.|He avoided her gaze.|They avoided his gaze.|She avoided their gaze.|He avoided their gaze.|They avoided her gaze.	They avoided their gaze.	
1686657960424	2102332;Positive 1;target_only_gendered_pronoun;1 AGME	Nagyon hamar meggyógyul.	She will get well very soon.	He will get well very soon.	They will get well very soon.		They will get well very soon.	
1686657996585	2102383;Positive 5;target_only_gendered_pronoun;multi;2 AGMEs	Megpillantotta az arcát.	She caught sight of her face.	He caught sight of his face.	They caught sight of their face.	She caught sight of his face.|He caught sight of her face.|They caught sight of his face.|She caught sight of their face.|He caught sight of their face.|They caught sight of her face.	They caught sight of their face.	
1686658016328	2102391;Positive 1;target_only_gendered_pronoun;1 AGME	Akkor éppen zongorázott.	She was playing the piano at that time.	He was playing the piano at that time.	They were playing the piano at that time.		They were playing the piano at that time.	
1686658124797	2112168;Positive 4;target_only_gendered_noun+pronoun;1 AGME	Az értékesítő tisztázta, hogy miért késett.	The saleswoman explained why she was late.	The salesman explained why he was late.	The sales representative explained why they were late.		The sales representative explained why they were late.	
1686658165690	2112210;Positive 3;target_only_gendered_noun;1 AGME	A rendőr kérdezett valamit tőlem.	The policewoman asked me a question.	The policeman asked me a question.	The police officer asked me a question.		The police officer asked me a question.	
1686659732635	2112838;Positive 1;target_only_gendered_pronoun;1 AGME	Húsz évesen írta ezt a könyvet.	She wrote this book at the age of twenty.	He wrote this book at the age of twenty.	They wrote this book at the age of twenty.		They wrote this book at the age of twenty.	
1686659811120	2112899;Mixed;source+target_gendered_noun+pronoun;target_only_gendered_pronoun;1 AGME;multi	A rendőrnő nem hitt neki, és úgy gondolta, nincs értelme vitatkozni vele.	The policewoman did not believe her story, and she thought it was no good arguing with her.	The policewoman did not believe his story, and he thought it was no good arguing with her.	The policewoman did not believe their story, and they thought it was no good arguing with her.		The policewoman did not believe their story, and they thought it was no good arguing with them.	police officer?
1686659960005	2120567;Mixed;target_only_gendered_pronoun;source+target_gendered_noun+pronoun;1 AGME;multi	A lány visszavonta, amit róla mondott.	The girl took back what she had said about her.	The girl took back what she had said about him.	The girl took back what she had said about them.		The girl took back what they had said about them.	
1686659994692	2120601;Positive 1;target_only_gendered_pronoun;1 AGME	Azon tűnődött, hogy mit tegyen a kezében tartott tárcával.	She wondered what to do about the wallet she was holding.	He wondered what to do about the wallet he was holding.	They wondered what to do about the wallet they were holding.		They wondered what to do about the wallet they were holding.	
1686995137905	2120633;Mixed;source+target_gendered_noun+pronoun;target_only_gendered_pronoun;name;1 AGME;multi	A férje azt akarja, hogy Amanda váljon el tőle.	His husband wants Amanda to divorce him.	Her husband wants Amanda to divorce him.	Their husband wants Amanda to divorce him.		Their husband wants Amanda to divorce them.	
1686660174666	2128234;Positive 5;target_only_gendered_pronoun;multi;2 AGMEs	Meggyőzte, hogy ne menjen.	She persuaded her not to go.	He persuaded him not to go.	They persuaded them not to go.	She persuaded him not to go.|He persuaded her not to go.|They persuaded him not to go.|She persuaded them not to go.|He persuaded them not to go.|They persuaded her not to go.	They persuaded them not to go.	
1686660207127	2148517;Positive 1;target_only_gendered_pronoun;1 AGME	Lehet, hogy bájos, de én nem kedvelem.	She may be cute, but I don't like her.	He may be cute, but I don't like him.	They may be cute, but I don't like them.		They may be cute, but I don't like them.	
1686995161097	2150221;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Bár a pápa idős, a szelleme fiatalos.			Though the pope is old, he has a youthful spirit.		Though the pope is old, they have a youthful spirit.	
1686660335287	2150250;Positive 1;target_only_gendered_pronoun;1 AGME	Éppen a fűben feküdt.	She was lying on the grass.	He was lying on the grass.	They were lying on the grass.		They were lying on the grass.	
1686660440702	2150274;Negative 1B;source+target_gendered_noun;0 AGMEs	Taylor úr szeret a fürdőkádban énekelni.			Mr. Taylor likes to sing in the bathtub.		Mr. Taylor likes to sing in the bathtub.	
1686660469702	2150295;Positive 1;target_only_gendered_pronoun;1 AGME	Szeret külföldre utazni.	She likes to travel abroad.	He likes to travel abroad.	They like to travel abroad.		They like to travel abroad.	
1686660549045	2152008;Positive 1;target_only_gendered_pronoun;1 AGME	Azt mondta, hogy fáradt és ezért szeretne korábban hazamenni.	She said that she was tired and that is why she'd like to go home earlier.	He said that he was tired and that is why he'd like to go home earlier.	They said that they were tired and that is why they'd like to go home earlier.		They said that they were tired and that is why they'd like to go home earlier.	
1686660755959	2162613;Mixed;target_only_gendered_pronoun;source+target_gendered_noun+pronoun;multi;1 AGME	Az örökösnő minden pénzt odaadott neki, ami nála volt.	The heiress gave her all the money that she had then.	The heiress gave him all the money that she had then.	The heiress gave them all the money that she had then.		The heiress gave them all the money that they had then.	
1686660817100	2167690;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Ő egy ideális férj a számomra.			He is an ideal husband for me.		They are an ideal husband for me.	spouse?
1686660861635	2170923;Positive 5;target_only_gendered_pronoun;multi;2 AGMEs	Szeretné látni őt.	She'd like to see her.	He'd like to see him.	They'd like to see them.	She'd like to see him.|He'd like to see her.|They'd like to see him.|She'd like to see them.|He'd like to see them.|They'd like to see her.	They'd like to see them.	
1686660995476	2170939;target_only_gendered_pronoun;source+target_gendered_noun+pronoun;Mixed;multi;1 AGME;name	Greg felesége haragszik rá, mióta elfeledkezett a születésnapjáról.	Greg's wife has had it in for her since she forgot her birthday.	Greg's wife has had it in for him since he forgot her birthday.	Greg's wife has had it in for them since they forgot her birthday.		Greg's wife has had it in for them since they forgot their birthday.	spouse?
1686661122235	2170965;Mixed;source+target_gendered_noun+pronoun;target_only_gendered_pronoun;1 AGME;multi	A felesége úgy szórja a pénzt, mintha ő lenne a leggazdagabb nő a városban.	Her wife spends money as if she were the richest woman in town.	His wife spends money as if she were the richest woman in town.	Their wife spends money as if she were the richest woman in town.		Their wife spends money as if they were the richest woman in town.	spouse?
1686661155831	2171005;Positive 1;target_only_gendered_pronoun;1 AGME	Lerúgta a cipőit anélkül, hogy kioldotta volna őket.	She kicked her shoes off without untying them first.	He kicked his shoes off without untying them first.	They kicked their shoes off without untying them first.		They kicked their shoes off without untying them first.	
1686661221750	2175268;Negative 2A;source+target_gendered_noun+pronoun;source+target_gendered_noun;0 AGMEs;multi;non-AGME-name	Jane éppen olyan szép lány, mint a nővére.			Jane is as beautiful a girl as her sister.		Jane is as beautiful a girl as their sister.	
1686661347187	2175272;Mixed;source+target_gendered_noun+pronoun;target_only_gendered_pronoun;1 AGME;multi	A srác azt akarta hogy odamenjen a kocsijához.	The guy wanted her to go to his car.	The guy wanted him to go to his car.	The guy wanted them to go to his car.		The guy wanted them to go to their car.	
1686661374439	2175346;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	A cseléd holtra fáradt a mindennapi házimunkában.			The maid was dead tired of her household chores.		The maid was dead tired of their household chores.	
1686661517679	2175399;0 AGMEs;multi;source+target_gendered_noun;Negative 2B	A lány és a sógorom burgonyát főzött a konyhában.			The girl and my brother-in-law were cooking potatoes in the kitchen.		The girl and my brother-in-law were cooking potatoes in the kitchen.	
1686661550897	2175416;Negative 2B;source+target_gendered_noun;0 AGMEs;multi	Van egy lányom, aki egy francia férfihez ment feleségül.			I have a daughter who's married to a Frenchman.		I have a daughter who's married to a Frenchman.	
1686661578912	2175422;Positive 1;target_only_gendered_pronoun;1 AGME	Pontosan hétkor ért haza.	She got home at seven sharp.	He got home at seven sharp.	They got home at seven sharp.		They got home at seven sharp.	
1686661652114	2178463;Positive 2;target_only_gendered_pronoun;name;1 AGME	Will képes saját lábra állni.	Will is able to stand on her own feet.	Will is able to stand on his own feet.	Will is able to stand on their own feet.		Will is able to stand on their own feet.	
1686661684069	2181710;Positive 1;target_only_gendered_pronoun;1 AGME	Nem tudtam megállni, hogy ne nevessem ki a frizuráját.	I couldn't help laughing at her haircut.	I couldn't help laughing at his haircut.	I couldn't help laughing at their haircut.		I couldn't help laughing at their haircut.	
1686663428773	2196627;Positive 1;target_only_gendered_pronoun;1 AGME	Nem szeretett a városban lakni.	She didn't like living in the city.	He didn't like living in the city.	They didn't like living in the city.		They didn't like living in the city.	
1686663586356	2224114;Mixed;target_only_gendered_pronoun;source+target_gendered_noun+pronoun;multi;1 AGME	A nagynénje örült, hogy látta őt.	Her aunt was glad that she saw her.	His aunt was glad that she saw him.	Their aunt was glad that she saw them.		Their aunt was glad that they saw them.	
1686663604554	2224147;Positive 1;1 AGME;target_only_gendered_pronoun	Elment anélkül, hogy bezárta volna az ajtót.	She left without having shut the door.	He left without having shut the door.	They left without having shut the door.		They left without having shut the door.	
1686995208713	2224922;Positive 5;name;target_only_gendered_noun;target_only_gendered_pronoun;2 AGMEs;multi	Péteren kívül ott volt a testvére is.	Apart from Peter, her sister was also there.	Apart from Peter, his brother was also there.	Apart from Peter, his sibling was also there.	Apart from Peter, his sister was also there.|Apart from Peter, her brother was also there.|Apart from Peter, their sister was also there.|Apart from Peter, their brother was also there.|Apart from Peter, his sibling was also there.|Apart from Peter, her sibling was also there.	Apart from Peter, his sibling was also there.	
1686663818826	2269562;Positive 5;target_only_gendered_noun+pronoun;target_only_gendered_pronoun;2 AGMEs;multi	Megkérdezte a házigazdát, hogy ő ki.	She asked the hostess who she was.	He asked the host who he was.	They asked the host who they were.	He asked the hostess who she was.|She asked the host who he was.|They asked the hostess who she was.|They asked the host who he was.	They asked the host who they were.	
1686663832950	2269576;Positive 1;target_only_gendered_pronoun;1 AGME	Jövőre külföldre utazik majd.	She will travel abroad next year.	He will travel abroad next year.	They will travel abroad next year.		They will travel abroad next year.	
1686995273891	2274100;target_only_gendered_pronoun;1 AGME;Positive 1	Nem tudom elképzelni az életet nélküle.	I can't conceive of living without her.	I can't conceive of living without him.	I can't conceive of living without them.		I can't conceive of living without them.	
1686663955743	2274147;0 AGMEs;Negative 2A;source_gendered_noun_target_pronoun;multi	A fiú ugyanolyan magas, mint a lány.			He is as tall as she.		He is as tall as she.	
1686664011556	2274160;Mixed;target_only_gendered_pronoun;source+target_gendered_noun+pronoun;1 AGME;multi	Azt gondolja, hogy ő az a fickó, aki betörte az ablakot?	Does she think he is the guy that broke the window?	Does he think he is the guy that broke the window?	Do they think he is the guy that broke the window?		Do they think they are the guy that broke the window?	
1686664035448	2274170;target_only_gendered_pronoun;1 AGME;Positive 1	Szokatlan neki a korai felkelés.	It's unusual for her to get up early.	It's unusual for him to get up early.	It's unusual for them to get up early.		It's unusual for them to get up early.	
1686664074646	2274368;Mixed;source+target_gendered_noun+pronoun;target_only_gendered_pronoun;multi;1 AGME	Az édesapja nem jön el, mert nagyon elfoglalt.	Her father won't come, he is really busy.	His father won't come, he is really busy.	Their father won't come, he is really busy.		Their father won't come, they are really busy.	
1686664117150	2294553;target_only_gendered_pronoun;Positive 1;1 AGME	Túlságosan érzékeny.	She is too sensitive.	He is too sensitive.	They are too sensitive.		They are too sensitive.	
1686665029594	2302396;Mixed;target_only_gendered_pronoun;source+target_gendered_noun+pronoun;multi;1 AGME	A csaj azt mondja, hogy azt a könyvet egy nappal ezelőtt vette meg tőle.	The girl says she had bought that book from her a day ago.	The girl says she had bought that book from him a day ago.	The girl says she had bought that book from them a day ago.		The girl says they had bought that book from them a day ago.	
1686665078066	2307856;Positive 5;target_only_gendered_pronoun;2 AGMEs;multi	Nem tud ellenállni neki.	She can't resist her.	He can't resist him.	They can't resist them.	She can't resist him.|He can't resist her.|They can't resist him.|She can't resist them.|He can't resist them.|They can't resist her.	They can't resist them.	
1686665134811	2309499;Positive 2;target_only_gendered_pronoun;name;1 AGME	Wendy megivott néhány csésze kávét, hogy ébren tartsa magát.	Wendy drank a few cups of coffee to keep herself awake.	Wendy drank a few cups of coffee to keep himself awake.	Wendy drank a few cups of coffee to keep themselves awake.		Wendy drank a few cups of coffee to keep themselves awake.	
1686665193469	2310044;Positive 1;target_only_gendered_pronoun;1 AGME	Tudja, hogyan kell tevén lovagolni.	She knows how to ride a camel.	He knows how to ride a camel.	They know how to ride a camel.		They know how to ride a camel.	
1686665289349	2315456;Positive 3;target_only_gendered_noun;1 AGME	A sportoló kizárólag gyümölcsöt eszik.	The sportswoman eats nothing but fruit.	The sportsman eats nothing but fruit.	The athlete eats nothing but fruit.		The athlete eats nothing but fruit.	
1686995293764	2317010;target_only_gendered_pronoun;1 AGME;Positive 1	Ő teljesen egyedül csinálta ezt.	She did it all by herself.	He did it all by himself.	They did it all by themselves.		They did it all by themselves.	
1686995459721	2317186;1 AGME;target_only_gendered_noun+pronoun;Positive 4	Minden cserkész sapkáján ott van az iskola jelvénye.	Each girl scout has a school badge on her cap.	Each boy scout has a school badge on his cap.	Each scout has a school badge on their cap.		Each scout has a school badge on their cap.	
1686684830726	2317458;Positive 1;target_only_gendered_pronoun;1 AGME	Megtakarított száz dollárt.	She saved a hundred dollars.	He saved a hundred dollars.	They saved a hundred dollars.		They saved a hundred dollars.	
1686995491750	2320519;Mixed;1 AGME;source+target_gendered_noun+pronoun;target_only_gendered_pronoun;multi	A férfi leírta a nevét, mert félt, hogy elfelejti.	The man wrote down her name for fear he should forget it.	The man wrote down his name for fear he should forget it.	The man wrote down their name for fear he should forget it.		The man wrote down their name for fear they should forget it.	
1686685004725	2323628;Positive 2;target_only_gendered_pronoun;name;1 AGME	Jack a pénzét a táskába tette.	Jack put her money in the bag.	Jack put his money in the bag.	Jack put their money in the bag.		Jack put their money in the bag.	
1686685052704	2323794;Positive 1;target_only_gendered_pronoun;1 AGME	Elég jól beszél angolul.	She can speak English pretty well.	He can speak English pretty well.	They can speak English pretty well.		They can speak English pretty well.	
1686685096726	2326475;Mixed;target_only_gendered_pronoun;1 AGME;multi;source+target_gendered_noun+pronoun	Hazatérése után meghalt az édesapja.	Her father died after he returned home.	His father died after he returned home.	Their father died after he returned home.		Their father died after they returned home.	
1686685191983	2342458;Negative 1A;source+target_gendered_noun+pronoun;non-AGME-name;0 AGMEs	Mark agglegény és a szüleinél lakik.			Mark is a bachelor and he lives with his parents.		Mark is a bachelor and they live with their parents.	
1686685233550	2342513;source_gendered_noun_target_pronoun;0 AGMEs;Negative 1A	A lány rossz számot hívott.			She dialed the wrong number.		She dialed the wrong number.	
1686995561751	2342517;target_only_gendered_pronoun;multi;Positive 5;target_only_gendered_noun+pronoun;2 AGMEs	Az özvegye úgy beszél, mintha tudná a titkot.	Her widow talks as if she knew the secret.	His widower talks as if he knew the secret.		His widow talks as if she knew the secret.|Her widower talks as if he knew the secret.|Their widow talks as if she knew the secret.|Their widower talks as if he knew the secret.|		
1686685320075	2342538;Positive 1;target_only_gendered_pronoun;1 AGME	Nagyon elfoglalt volt.	She was very busy.	He was very busy.	They were very busy.		They were very busy.	
1686995611897	2342550;Mixed;source+target_gendered_noun+pronoun;target_only_gendered_pronoun;multi;1 AGME	Ez az a számítógép, amelyen a vőlegénye a cikkeit írja.	That's the computer on which her fiancé writes his articles.	That's the computer on which his fiancé writes his articles.	That's the computer on which their fiancé writes his articles.		That's the computer on which their fiancé writes their articles.	
1686685406227	2342552;Positive 1;target_only_gendered_pronoun;1 AGME	A szobája mindig tele van a barátaival.	Her room is always filled with her friends.	His room is always filled with his friends.	Their room is always filled with their friends.		Their room is always filled with their friends.	
1686995653492	2344119;Negative 1A;0 AGMEs;source+target_gendered_noun+pronoun	A nővérem reggel óta a szobájában tanul.			My sister has been studying in her room since this morning.		My sister has been studying in their room since this morning.	
1686685451896	2344150;Positive 1;target_only_gendered_pronoun;1 AGME	Gyakran kapok tőle levelet.	I often receive letters from her.	I often receive letters from him.	I often receive letters from them.		I often receive letters from them.	
1686685648002	2345685;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Valójában nem szeretem komolyan ezt a főiskolás lányt, csak nagyon vonzónak találom.			It's not that I seriously like this college girl, I just find her very attractive.		It's not that I seriously like this college girl, I just find them very attractive.	
1686685678327	2345719;Positive 1;target_only_gendered_pronoun;1 AGME	A képet fordítva akasztotta fel.	She hung the picture upside down.	He hung the picture upside down.	They hung the picture upside down.		They hung the picture upside down.	
