id	labels	source	female translation	male translation	neutral translation	variants	all gender neutral pronouns
1.68608E+12	2775574;Positive 1;target_only_gendered_pronoun;1 AGME	Hän tietää kuinka kertoa valeita.	She knows how to tell lies.	He knows how to tell lies.	They know how to tell lies.		They know how to tell lies.
1.68608E+12	2777327;Positive 1;target_only_gendered_pronoun;1 AGME	Järkytyksekseni hän surmasi itsensä ottamalla myrkkyä.	To my shock, she killed herself by taking poison.	To my shock, he killed himself by taking poison.	To my shock, they killed themselves by taking poison.		To my shock, they killed themselves by taking poison.
1.68608E+12	2777339;Positive 1;target_only_gendered_pronoun;1 AGME	Hän puhui valittavalla äänellä.	She spoke in a querulous voice.	He spoke in a querulous voice.	They spoke in a querulous voice.		They spoke in a querulous voice.
1.68608E+12	2777341;Positive 1;target_only_gendered_pronoun;1 AGME	Tässä eräänä päivänä kohtasin hänet Kiotossa.	The other day, I met her in Kyoto.	The other day, I met him in Kyoto.	The other day, I met them in Kyoto.		The other day, I met them in Kyoto.
1.68608E+12	2780411;Positive 5;target_only_gendered_pronoun;multi;target_only_gendered_noun;2 AGMEs	Hän otti yhtäkkiä uhmaavan asenteen poliisia kohtaan.	She suddenly took a defiant attitude toward the policewoman.	He suddenly took a defiant attitude toward the policeman.	They suddenly took a defiant attitude toward the police officer.	He suddenly took a defiant attitude toward the policewoman. | He suddenly took a defiant attitude toward the police officer. | She suddenly took a defiant attitude toward the policeman. | She suddenly took a defiant attitude toward the police officer. | They suddenly took a defiant attitude toward the policeman. | They suddenly took a defiant attitude toward the policewoman.	They suddenly took a defiant attitude toward the police officer.
1.68608E+12	2780414;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Tämä tyttö muutti ulkonäköään.			This girl changed her look.		This girl changed their look.
1.68608E+12	2781428;Negative 1A;source+target_gendered_noun+pronoun;non-AGME-name;0 AGMEs	Henri on rehellinen poika eikä valehtele.			Henri is an honest boy, so he doesn't lie.		Henri is an honest boy, so they don't lie.
1.68608E+12	2781441;Positive 1;target_only_gendered_pronoun;1 AGME	Hän oli hyvä opiskelija ja hyvä urheilija.	She was a good student and a good athlete.	He was a good student and a good athlete.	They were a good student and a good athlete.		They were a good student and a good athlete.
1.68608E+12	2781465;Positive 5;target_only_gendered_pronoun;multi;2 AGMEs	Hän neuvoi häntä menemään poliisin luo.	She advised her to go to the police.	He advised him to go to the police.	They advised them to go to the police.	He advised her to go to the police. | He advised them to go to the police. | She advised him to go to the police. | She advised them to go to the police. | They advised him to go to the police. | They advised her to go to the police.	They advised them to go to the police.
1.68608E+12	2782342;Positive 1;target_only_gendered_pronoun;1 AGME	Suuri aalto kaatoi hänen kanoottinsa.	A big wave turned over her canoe.	A big wave turned over his canoe.	A big wave turned over their canoe.		A big wave turned over their canoe.
1.68608E+12	2786226;Negative 2B;source+target_gendered_noun;0 AGMEs	Hyveiden tulisi olla sisaria, samalla tapaa paheet ovat veljeksiä.			Virtues should be sisters, the same way vices are brothers.		Virtues should be sisters, the same way vices are brothers.
1.68608E+12	2786228;Positive 1;target_only_gendered_pronoun;1 AGME	Hän istui hiljaa ja tuijotti eteensä.	She sat in silence and was looking straight ahead of her.	He sat in silence and was looking straight ahead of him.	They sat in silence and were looking straight ahead of them.		They sat in silence and were looking straight ahead of them.
1.68608E+12	2786326;Positive 5;target_only_gendered_pronoun;multi;name;2 AGMEs	Niko kertoi Jonnalle, että hän ei halunnut mennä naimisiin hänen kanssaan ennen kolmeakymmentä.	Niko told Jonna that she didn't want to get married with her until she was thirty.	Niko told Jonna that he didn't want to get married with him until he was thirty.	Niko told Jonna that they didn't want to get married with them until they were thirty.	Niko told Jonna that he didn't want to get married with her until he was thirty. | Niko told Jonna that he didn't want to get married with them until he was thirty. | Niko told Jonna that she didn't want to get married with him until she was thirty. | Niko told Jonna that she didn't want to get married with them until she was thirty. | Niko told Jonna that they didn't want to get married with him until they were thirty. | Niko told Jonna that they didn't want to get married with her until they were thirty.	Niko told Jonna that they didn't want to get married with them until they were thirty.
1.68608E+12	2786387;Negative 1B;Positive 1;source+target_gendered_noun;target_only_gendered_pronoun;1 AGME	Mies jonka kanssa hän on menossa naimisiin, on astronautti.			The man they're going to marry is an astronaut.		The man they're going to marry is an astronaut.
1.68608E+12	2786399;Positive 1;target_only_gendered_pronoun;1 AGME	Hän ei vielä ole vastannut kirjeeseeni.	She hasn't answered my letter yet.	He hasn't answered my letter yet.	They haven't answered my letter yet.		They haven't answered my letter yet.
1.68608E+12	2786423;Negative 1B;source+target_gendered_noun;non-AGME-name;0 AGMEs	Arttu ei pidä tytöistä, jotka käyttävät korkeita korkoja.			Arttu doesn't like girls who wear high heels.		Arttu doesn't like girls who wear high heels.
1.68608E+12	2786458;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Isoisäni omisti elämänsä köyhien auttamiselle.			My grandfather dedicated his life to helping the poor.		My grandfather dedicated their life to helping the poor.
1.68608E+12	2786539;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Äiti tarttui käteeni ja sanoi olevansa iloinen minut nähdessään.			Mother clasped my hands and said she was glad to see me.		Mother clasped my hands and said they were glad to see me.
1.68608E+12	2786546;Positive 1;target_only_gendered_pronoun;1 AGME	Emme voi surra hänen kuolemaansa liian syvään.	We cannot grieve over her death too deeply.	We cannot grieve over his death too deeply.	We cannot grieve over their death too deeply.		We cannot grieve over their death too deeply.
1.68608E+12	2786548;non-AGME-name;0 AGMEs;Negative 1B;source+target_gendered_noun	Elena on luokan kookkain tyttö.			Elena is the tallest girl in the class.		Elena is the tallest girl in the class.
1.68608E+12	2786649;Positive 1;target_only_gendered_pronoun;1 AGME	Hän haluaa käydä kävelyillä yksin.	She likes to go for walks alone.	He likes to go for walks alone.	They like to go for walks alone.		They like to go for walks alone.
1.68608E+12	2786658;Negative 1A;source+target_gendered_noun+pronoun;non-AGME-name;0 AGMEs	Mika on sanansa mittainen mies.			Mika is a man of his word.		Mika is a man of their word.
1.68608E+12	2786669;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Sisarellani on pitkät koivet ja hän pitää urheilusta.			My sister has long legs and she likes sports.		My sister has long legs and they like sports.
1.68608E+12	2786728;Positive 1;target_only_gendered_pronoun;1 AGME	Olen varma että hän laulaa kirkossa huomenna.	I'm sure she is going to sing at church tomorrow.	I'm sure he is going to sing at church tomorrow.	I'm sure they are going to sing at church tomorrow.		I'm sure they are going to sing at church tomorrow.
1.68608E+12	2793203;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Eno teki työn miten parhaiten taisi.			Uncle did the job the best he could.		Uncle did the job the best they could.
1.68608E+12	2797515;Negative 1B;non-AGME-name;source+target_gendered_noun;0 AGMEs	Felicjan äiti on romanialaista perää oleva puolalainen.			Felicja's mother is a Pole of Romanian origin.		Felicja's mother is a Pole of Romanian origin.
1.68608E+12	2797528;Positive 5;target_only_gendered_pronoun;multi;2 AGMEs	Hän odotti hänen ratkaisevan ongelman.	She expected her to solve the problem.	He expected him to solve the problem.	They expected them to solve the problem.	He expected her to solve the problem. | He expected them to solve the problem. | She expected him to solve the problem. | She expected them to solve the problem. | They expected him to solve the problem. | They expected her to solve the problem.	They expected them to solve the problem.
1.68608E+12	2797532;Positive 1;target_only_gendered_pronoun;1 AGME	Onko hänellä tarpeeksi munaa siihen?	Does she have what it takes?	Does he have what it takes?	Do they have what it takes?		Do they have what it takes?
1.68656E+12	2799175;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;1 AGME	Ihmiset tungeksivat loukkaantuneen miehen ympärillä, mutta tekivät tilaa lääkärille, kun hän pääsi onnettomuuspaikalle.	The people crowded round the injured man, but they made way for the doctor when she reached the scene of the accident.	The people crowded round the injured man, but they made way for the doctor when he reached the scene of the accident.	The people crowded round the injured man, but they made way for the doctor when they reached the scene of the accident.		The people crowded round the injured man, but they made way for the doctor when they reached the scene of the accident.
1.68608E+12	2799210;Positive 1;target_only_gendered_pronoun;1 AGME	Kiitin häntä, kun hän lainasi kirjan minulle.	I thanked her for lending me a book.	I thanked him for lending me a book.	I thanked them for lending me a book.		I thanked them for lending me a book.
1.68608E+12	2799395;Positive 1;target_only_gendered_pronoun;1 AGME	Hän kuvaili mielessään kuviteltua kaupunkielämää.	She pictured in her mind an imagined city life.	He pictured in his mind an imagined city life.	They pictured in their mind an imagined city life.		They pictured in their mind an imagined city life.
1.68608E+12	2799399;Positive 1;target_only_gendered_pronoun;1 AGME	Hän päästi helpotuksenhuokauksen.	She gave out a sigh of relief.	He gave out a sigh of relief.	They gave out a sigh of relief.		They gave out a sigh of relief.
1.68608E+12	2799401;Positive 1;target_only_gendered_pronoun;1 AGME	Se ei ole minun kuvani hänestä.	That is not my idea of her.	That is not my idea of him.	That is not my idea of them.		That is not my idea of them.
1.68608E+12	2799412;Positive 1;target_only_gendered_pronoun;1 AGME	Unikonsiemenmuffinsit ovat hänen suosikkejaan, mutta on päiviä jolloin hän päätyy mustikkatäytteeseen.	Poppy seed muffins are her favorites, but there are days when she must settle for blueberry.	Poppy seed muffins are his favorites, but there are days when he must settle for blueberry.	Poppy seed muffins are their favorites, but there are days when they must settle for blueberry.		Poppy seed muffins are their favorites, but there are days when they must settle for blueberry.
1.68608E+12	2799430;Negative 1B;source+target_gendered_noun;0 AGMEs	Yhdysvalloissa on tavallista antaa häissä morsiamelle lahja kuten laseja tai kahvinkeitin.			In the U.S., it is common to give a present, such as glasses or a coffee-maker, to the bride at weddings.		In the U.S., it is common to give a present, such as glasses or a coffee-maker, to the bride at weddings.
1.68608E+12	2799434;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Vaikka mies oli väsynyt, hän jatkoi työtään.			Even though the man was tired, he went on with his work.		Even though the man was tired, they went on with their work.
1.68608E+12	2799451;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Isä tunnusti virheensä.			Dad acknowledged his faults.		Dad acknowledged their faults.
1.68608E+12	2799671;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs;non-AGME-name	Hän on hra Brown, komitean puheenjohtaja.			He's Mr. Brown, the chairman of the committee.		They're Mr. Brown, the chairman of the committee.
1.68656E+12	2799674;Mixed;target_only_gendered_pronoun;source+target_gendered_noun;name;1 AGME	Robertilla oli tapana auttaa isäänsä kaupassa viikonloppuisin.	Robert used to help her father in the store on weekends.	Robert used to help his father in the store on weekends.	Robert used to help their father in the store on weekends.		Robert used to help their father in the store on weekends.
1.68608E+12	2799686;Positive 1;target_only_gendered_pronoun;1 AGME	Oli niin kuumaa että häntä halutti jäätelö.	It was so hot that she felt like eating ice cream.	It was so hot that he felt like eating ice cream.	It was so hot that they felt like eating ice cream.		It was so hot that they felt like eating ice cream.
1.68608E+12	2799689;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Pidämme häntä tärkeänä miehenä.			We regard him as an important man.		We regard them as an important man.
1.68608E+12	2799690;Positive 1;target_only_gendered_pronoun;1 AGME	Lääkäri antoi hänelle neljä tikkiä.	The doctor gave her four stitches.	The doctor gave him four stitches.	The doctor gave them four stitches.		The doctor gave them four stitches.
1.68608E+12	2799708;Positive 5;target_only_gendered_pronoun;multi;2 AGMEs	Hänen kyyneleensä olivat hänelle mysteeri.	Her tears perplexed her.	His tears perplexed him.	Their tears perplexed them.	His tears perplexed her. | His tears perplexed them. | Her tears perplexed him. | Her tears perplexed them. | Their tears perplexed him. | Their tears perplexed her.	Their tears perplexed them.
1.68608E+12	2800956;Positive 1;target_only_gendered_pronoun;1 AGME	Hän ei ota lentokonetta alassyöksyn pelosta.	She won't take an airplane for fear of a crash.	He won't take an airplane for fear of a crash.	They won't take an airplane for fear of a crash.		They won't take an airplane for fear of a crash.
1.68608E+12	2800957;Positive 1;target_only_gendered_pronoun;1 AGME	Hän on toiminut viisaasti.	She has acted wisely.	He has acted wisely.	They have acted wisely.		They have acted wisely.
1.68608E+12	2800972;Negative 1B;source+target_gendered_noun;0 AGMEs	En voi muuta kuin tuntea levottomuutta näiden naistyöntekijöiden terveyden puolesta.			I cannot but feel anxious about the health of these women workers.		I cannot but feel anxious about the health of these women workers.
1.68608E+12	2801013;Positive 1;target_only_gendered_pronoun;1 AGME	Hän teeskenteli olevansa lääkäri.	She pretended to be a doctor.	He pretended to be a doctor.	They pretended to be a doctor.		They pretended to be a doctor.
1.68608E+12	2801078;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Hän ei enää ole se ujo poika, mikä hän oli.			He is no longer the shy boy he was.		They are no longer the shy boy they were.
1.68608E+12	2801084;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs;non-AGME-name	Tunnen herra Saiton ulkonäöltä, mutta en ole vielä häntä tavannut.			I know Mr. Saito by sight, but I haven't met him yet.		I know Mr. Saito by sight, but I haven't met them yet.
1.68608E+12	2801208;Positive 1;target_only_gendered_pronoun;1 AGME	Jotkut sanovat hänen olleen muusikko nuoruudessaan.	Some say that she was a musician in her youth.	Some say that he was a musician in his youth.	Some say that they were a musician in their youth.		Some say that they were a musician in their youth.
1.68608E+12	2801215;Positive 1;target_only_gendered_pronoun;1 AGME	Hän antoi sille uuden nimen.	She gave it a new name.	He gave it a new name.	They gave it a new name.		They gave it a new name.
1.68608E+12	2801217;Positive 1;target_only_gendered_pronoun;1 AGME	Hän kastelee kukat joka päivä kesällä.	She waters the flowers every day in summer.	He waters the flowers every day in summer.	They water the flowers every day in summer.		They water the flowers every day in summer.
1.68608E+12	2802695;Positive 1;target_only_gendered_pronoun;1 AGME	Hänestä tuli katolinen.	She became a Catholic.	He became a Catholic.	They became a Catholic.		They became a Catholic.
1.68608E+12	2802705;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs;non-AGME-name	Mietinpä mitä herra Smith söi joulupäivällisekseen.			I wonder what Mr. Smith ate for his Christmas dinner.		I wonder what Mr. Smith ate for their Christmas dinner.
1.68608E+12	2802713;Positive 5;target_only_gendered_pronoun;multi;2 AGMEs	Hän meni hänen kanssaan.	She went with her.	He went with him.	They went with them.	He went with her. | He went with them. | She went with him. | She went with them. | They went with him. | They went with her.	They went with them.
1.68608E+12	2802717;Positive 1;target_only_gendered_pronoun;1 AGME	Hän pelasi golfia viime sunnuntaina.	She played golf last Sunday.	He played golf last Sunday.	They played golf last Sunday.		They played golf last Sunday.
1.68608E+12	2802722;Positive 1;target_only_gendered_pronoun;1 AGME	Raivoisa elefantti potkaisee sen aitauksen rikki ja lähettää hoitajan pakosalle.	A furious elephant kicks out the fencing of her enclosure and sends the keeper flying.	A furious elephant kicks out the fencing of his enclosure and sends the keeper flying.	A furious elephant kicks out the fencing of their enclosure and sends the keeper flying.		A furious elephant kicks out the fencing of their enclosure and sends the keeper flying.
1.68608E+12	2802731;Positive 1;target_only_gendered_pronoun;1 AGME	Opettaja vertasi runoani yhteen hänen omaansa.	The teacher compared my poem with one of hers.	The teacher compared my poem with one of his.	The teacher compared my poem with one of theirs.		The teacher compared my poem with one of theirs.
1.68608E+12	2802747;Positive 1;target_only_gendered_pronoun;1 AGME	Hänen silmiensä sinisyys on kontrastissa hänen aika tummaan ihoonsa.	The blue of her eyes stands out against her rather dark skin.	The blue of his eyes stands out against his rather dark skin.	The blue of their eyes stands out against their rather dark skin.		The blue of their eyes stands out against their rather dark skin.
1.68608E+12	2802751;Positive 1;target_only_gendered_pronoun;1 AGME	Hänellä on tarkka havainnointikyky.	She has an acute sense of observation.	He has an acute sense of observation.	They have an acute sense of observation.		They have an acute sense of observation.
1.68608E+12	2803758;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Tunnen hänet, ovela nenäkäs poju.			I know him, a wily, cheeky lad.		I know them, a wily, cheeky lad.
1.68616E+12	2805820;Positive 1;target_only_gendered_pronoun;1 AGME	Mitään ei ei ole seurannut hänen ponnistuksistaan.	Nothing has resulted from her efforts.	Nothing has resulted from his efforts.	Nothing has resulted from their efforts.		Nothing has resulted from their efforts.
1.68616E+12	2805840;Positive 1;target_only_gendered_pronoun;1 AGME	Hänen perheensä työskentelee pelloilla.	Her family works in the fields.	His family works in the fields.	Their family works in the fields.		Their family works in the fields.
1.68616E+12	2806918;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Äitini antoi minulle sievän mekkonsa menneenä sunnuntaina.			My mother gave me her pretty dress this past Sunday.		My mother gave me their pretty dress this past Sunday.
1.68616E+12	2806922;Negative 1B;source+target_gendered_noun;0 AGMEs	Olet hauska likka.			You're a funny gal.		You're a funny gal.
1.68616E+12	2806943;Positive 1;target_only_gendered_pronoun;1 AGME	Minä itse en ollut siitä tietoinen, mutta olen saattanut olla mustasukkainen hänen menestyksestään.	I myself was not conscious of it, but I may have been jealous of her success.	I myself was not conscious of it, but I may have been jealous of his success.	I myself was not conscious of it, but I may have been jealous of their success.		I myself was not conscious of it, but I may have been jealous of their success.
1.68616E+12	2806950;Positive 1;target_only_gendered_pronoun;1 AGME	Hän yritti voittaa aikaa pitämällä pidemmän puheen.	She tried to gain time by making a longer speech.	He tried to gain time by making a longer speech.	They tried to gain time by making a longer speech.		They tried to gain time by making a longer speech.
1.68616E+12	2806962;Positive 1;target_only_gendered_pronoun;1 AGME	Hän jäi tänne yksikseen.	She stayed here by herself.	He stayed here by himself.	They stayed here by themselves.		They stayed here by themselves.
1.68616E+12	2808849;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Hän on täydellinen mies.			He's the perfect guy.		They're the perfect guy.
1.68616E+12	2808859;Positive 1;target_only_gendered_pronoun;1 AGME	Hän on taipuvainen suuttumaan vähäpätöisyyksistä.	She tends to get angry over trifles.	He tends to get angry over trifles.	They tend to get angry over trifles.		They tend to get angry over trifles.
1.68616E+12	2808863;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	En tiennyt että hän oli sisaresi.			I didn't know she was your sister.		I didn't know they were your sister.
1.68656E+12	2808874;source+target_gendered_noun;target_only_gendered_pronoun;non-AGME-name;1 AGME	Hän on menossa naimisiin hra Johnsonin kanssa kesäkuun neljäntenä.	She is going to marry Mr. Johnson on June 4.	He is going to marry Mr. Johnson on June 4.	They are going to marry Mr. Johnson on June 4.		They are going to marry Mr. Johnson on June 4.
1.68616E+12	2809778;Positive 1;target_only_gendered_pronoun;1 AGME	Tenniksen pelaamisen lisäksi hän hiihtää oikein hyvin.	Besides playing tennis, she skis very well.	Besides playing tennis, he skis very well.	Besides playing tennis, they ski very well.		Besides playing tennis, they ski very well.
1.68616E+12	2809802;Negative 2B;source+target_gendered_noun;0 AGMEs	Tytöllä ei ole äitiä.			The girl has no mother.		The girl has no mother.
1.68616E+12	2809846;Positive 1;target_only_gendered_pronoun;1 AGME	Tämä ongelma on hänen itsensä aiheuttama.	This problem is of her own making.	This problem is of his own making.	This problem is of their own making.		This problem is of their own making.
1.68656E+12	2809854;Mixed;source+target_gendered_noun;target_only_gendered_pronoun;1 AGME	Veljillä oli kinaa hänen naimakaupastaan.	The brothers had a hot dispute on her marriage.	The brothers had a hot dispute on his marriage.	The brothers had a hot dispute on their marriage.		The brothers had a hot dispute on their marriage.
1.68616E+12	2809858;Mixed; source+target_gendered_noun ;target_only_gendered_pronoun;multi;name;2 AGMEs	Perttu pelkäsi Lotan ampuvan hänet isänsä kiväärillä.	Perttu was scared Lotta would shoot her with her father's rifle.	Perttu was scared Lotta would shoot him with his father's rifle.	Perttu was scared Lotta would shoot them with their father's rifle.	Perttu was scared Lotta would shoot him with her father's rifle. | Perttu was scared Lotta would shoot him with their father's rifle. | Perttu was scared Lotta would shoot her with his father's rifle. | Perttu was scared Lotta would shoot her with their father's rifle. | Perttu was scared Lotta would shoot them with his father's rifle. | Perttu was scared Lotta would shoot them with her father's rifle.	Perttu was scared Lotta would shoot them with their father's rifle.
1.68616E+12	2809860;Negative 1A;source+target_gendered_noun+pronoun;0 AGMEs	Veljeni lunasti kellonsa panttilainaamosta.			My brother redeemed his watch from the pawnbroker.		My brother redeemed their watch from the pawnbroker.
1.68616E+12	2809861;Positive 1;target_only_gendered_pronoun;1 AGME	Suoraan puhuen en pidä hänestä.	Frankly speaking, I don't like her.	Frankly speaking, I don't like him.	Frankly speaking, I don't like them.		Frankly speaking, I don't like them.
1.68656E+12	Mixed;source+target_gendered_noun;target_only_gendered_pronoun;1 AGME	Haluaisin kysyä neuvoston puheenjohtajalta, kannattaako hän viisumien ja turvapaikkahakemusten yhteydessä sitä, että Euroopan unionissa naisia kohdellaan yksilöinä miehestä tai holhoajasta riippumattomina.	I would like to ask the President-in-Office of the Council whether she is in favor of women being treated as individuals, for the purposes of visas and asylum requests in the European Union, without having to be dependent on a husband or guardian.	I would like to ask the President-in-Office of the Council whether he is in favou of women being treated as individuals, for the purposes of visas and asylum requests in the European Union, without having to be dependent on a husband or guardian.	I would like to ask the President-in-Office of the Council whether they are in favor of women being treated as individuals, for the purposes of visas and asylum requests in the European Union, without having to be dependent on a husband or guardian.		I would like to ask the President-in-Office of the Council whether they are in favor of women being treated as individuals, for the purposes of visas and asylum requests in the European Union, without having to be dependent on a husband or guardian.
1.68616E+12	Positive 1;target_only_gendered_pronoun;1 AGME	Pelaamme hänen pussiinsa, kun varmistamme, että ihmiset eivät saa lääkkeitä, elintarvikkeita ja muita välttämättömyystarvikkeita.	We are playing into her hands by ensuring that people are denied access to medicines, food and the other necessities of life.	We are playing into his hands by ensuring that people are denied access to medicines, food and the other necessities of life.	We are playing into their hands by ensuring that people are denied access to medicines, food and the other necessities of life.		We are playing into their hands by ensuring that people are denied access to medicines, food and the other necessities of life.
1.68617E+12	Positive 4;target_only_gendered_noun+pronoun;1 AGME;name	Jäsen Ferrer on pyytänyt minua ottamaan nimiini hänen kysymyksensä, ja hän on tiettävästi ilmoittanut siitä myös asiasta vastaavalle virastolle.	Mrs. Ferrer asked me to take over her question and said she would inform the relevant service accordingly.	Mr. Ferrer asked me to take over his question and said he would inform the relevant service accordingly.	Member Ferrer asked me to take over their question and said they would inform the relevant service accordingly.		Member Ferrer asked me to take over their question and said they would inform the relevant service accordingly.
1.68616E+12	Positive 1;target_only_gendered_pronoun;1 AGME	Tässä mielessä hän on onnistunut erittäin hyvin.	In this respect I believe that she has been very successful.	In this respect I believe that he has been very successful.	In this respect I believe that they have been very successful.		In this respect I believe that they have been very successful.
1.68617E+12	Positive 1;target_only_gendered_pronoun;1 AGME	Hän on antanut rattijuoppoutta koskevan suosituksen.	She has issued a recommendation on drunk driving.	He has issued a recommendation on drunk driving.	They have issued a recommendation on drunk driving.		They have issued a recommendation on drunk driving.
1.68656E+12	Mixed;source+target_gendered_noun;target_only_gendered_noun;1 AGME	Arvoisa puhemies, arvoisa komission jäsen, hyvät kollegat, tiedetään, että jos radioaktiivisten aseitten aiheuttamat kuolemantapaukset johtuvat ihmisten tunteettomuudesta, liikenneonnettomuuksien aiheuttamat kuolemantapaukset johtuvat pääasiassa ihmisten typeryydestä.	Madam President, Commissioner, ladies and gentlemen, it is a known fact that, if death from radioactive weapons is due to human insensitivity, then deaths from road traffic accidents are due mainly to human stupidity.	Mr. President, Commissioner, ladies and gentlemen, it is a known fact that, if death from radioactive weapons is due to human insensitivity, then deaths from road traffic accidents are due mainly to human stupidity.	Honored President, Commissioner, ladies and gentlemen, it is a known fact that, if death from radioactive weapons is due to human insensitivity, then deaths from road traffic accidents are due mainly to human stupidity.		Honored President, Commissioner, ladies and gentlemen, it is a known fact that, if death from radioactive weapons is due to human insensitivity, then deaths from road traffic accidents are due mainly to human stupidity.
1.68617E+12	Positive 4;1 AGME;target_only_gendered_noun+pronoun;name	Arvoisa puhemies, liikenneturvallisuus voi olla ja sen täytyy olla etusijalla sekä koko Euroopassa että jokaisessa valtiossa erikseen. Tästä syystä yhdyn kollega Hedkvist Petersenin ehdotukseen - sallinette minun onnitella häntä mietinnöstä -, että meidän pitää saada aikaan strateginen suunnitelma liikenneturvallisuudesta sekä määritellä joukko tiukkoja mutta numeraalisia tavoitteita.	Road safety can, and must, be a top priority both for the whole of Europe and for each individual country, which is why I shall support the proposal made by Mrs. Hedkvist Petersen, whom I should like to congratulate on her report, that we need strategic planning for road safety and we need to set a series of strict but realistic numerical targets.	Road safety can, and must, be a top priority both for the whole of Europe and for each individual country, which is why I shall support the proposal made by Mr. Hedkvist Petersen, whom I should like to congratulate on his report, that we need strategic planning for road safety and we need to set a series of strict but realistic numerical targets.	Road safety can, and must, be a top priority both for the whole of Europe and for each individual country, which is why I shall support the proposal made by Hedkvist Petersen, whom I should like to congratulate on their report, that we need strategic planning for road safety and we need to set a series of strict but realistic numerical targets.		Road safety can, and must, be a top priority both for the whole of Europe and for each individual country, which is why I shall support the proposal made by Hedkvist Petersen, whom I should like to congratulate on their report, that we need strategic planning for road safety and we need to set a series of strict but realistic numerical targets.
1.68617E+12	Positive 1;target_only_gendered_pronoun;1 AGME	Uskoin, että muutamin oikeutetuin poikkeuksin parlamentti perää nyt komissiolta suurempaa rohkeutta, ja näin ollen kiitän kollegaani hänen mietinnöstään, joka tekee komission tiedonannosta ehdottoman selvän ja hyödyllisemmän.	I feel that Parliament, with a few legitimate exceptions, is calling for greater courage from the Commission, and I would therefore like to thank the honorable Member for her report, which makes the Commission's communication totally clear and more effective.	I feel that Parliament, with a few legitimate exceptions, is calling for greater courage from the Commission, and I would therefore like to thank the honorable Member for his report, which makes the Commission's communication totally clear and more effective.	I feel that Parliament, with a few legitimate exceptions, is calling for greater courage from the Commission, and I would therefore like to thank the honorable Member for their report, which makes the Commission's communication totally clear and more effective.		I feel that Parliament, with a few legitimate exceptions, is calling for greater courage from the Commission, and I would therefore like to thank the honorable Member for their report, which makes the Commission's communication totally clear and more effective.
1.68666E+12	target_only_gendered_noun;target_only_gendered_pronoun;Positive 5;2 AGMEs	Arvoisa puhemies, sallikaa minun kiittää esittelijää siitä suuresta työstä, jota hän on tehnyt tämän kysymyksen parissa.	Madam President, let me thank the rapporteur for the great commitment she has shown in this matter.	Mr. President, let me thank the rapporteur for the great commitment he has shown in this matter.	Honored President, let me thank the rapporteur for the great commitment they have shown in this matter.	Mr. President, let me thank the rapporteur for the great commitment she has shown in this matter. | Mr. President, let me thank the rapporteur for the great commitment they have shown in this matter. | Madam President, let me thank the rapporteur for the great commitment he has shown in this matter. | Madam President, let me thank the rapporteur for the great commitment they have shown in this matter. | Honored President, let me thank the rapporteur for the great commitment he has shown in this matter. | Honored President, let me thank the rapporteur for the great commitment she has shown in this matter.	Honored President, let me thank the rapporteur for the great commitment they have shown in this matter.
1.68666E+12	Positive 5;target_only_gendered_noun;target_only_gendered_noun+pronoun;2 AGMEs;name	Arvoisa puhemies, haluaisin kiittää esittelijä Costaa hänen erinomaisesta työstään tämän erittäin vaikean ja yksityiskohtaisen mutta erittäin tärkeän asiakirjan parissa.	Madam President, I should like to thank the rapporteur, Mrs. Costa, for her excellent work on what is a very difficult, detailed but important dossier.	Mr. President, I should like to thank the rapporteur, Mr. Costa, for his excellent work on what is a very difficult, detailed but important dossier.	Honored President, I should like to thank the rapporteur, Costa, for their excellent work on what is a very difficult, detailed but important dossier.	Madam President, I should like to thank the rapporteur, Mr. Costa, for his excellent work on what is a very difficult, detailed but important dossier. | Honored President, I should like to thank the rapporteur, Mr. Costa, for his excellent work on what is a very difficult, detailed but important dossier. | Mr. President, I should like to thank the rapporteur, Mrs. Costa, for her excellent work on what is a very difficult, detailed but important dossier. | Honored President, I should like to thank the rapporteur, Mrs. Costa, for her excellent work on what is a very difficult, detailed but important dossier. | Mr. President, I should like to thank the rapporteur, Costa, for their excellent work on what is a very difficult, detailed but important dossier. | Madam President, I should like to thank the rapporteur, Costa, for their excellent work on what is a very difficult, detailed but important dossier.	Honored President, I should like to thank the rapporteur, Costa, for their excellent work on what is a very difficult, detailed but important dossier.
